Adjusted for Inflation Title,Format,Metric,Year,Value (Actual),Adjusted for Inflation Flag,Format Value # (Billion),Format Value # (Million),Total Value # (Billion),Total Value # (Million),Total Value For Year,Zero
"Adjusted for Inflation, 2023 Dollars",Paid Subscription,Value (Adjusted),2022,9556.9," (adjusted for inflation, 2023 dollars)",$9.6B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Paid Subscription,Value (Adjusted),2023,10149.7," (adjusted for inflation, 2023 dollars)",$10.1B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2005,657.8," (adjusted for inflation, 2023 dollars)",,$657.8M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2006,1169.5," (adjusted for inflation, 2023 dollars)",$1.2B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2007,1551.6," (adjusted for inflation, 2023 dollars)",$1.6B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2008,1382.8," (adjusted for inflation, 2023 dollars)",$1.4B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2009,998.2," (adjusted for inflation, 2023 dollars)",,$998.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2010,626," (adjusted for inflation, 2023 dollars)",,$626.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2011,374.1," (adjusted for inflation, 2023 dollars)",,$374.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2012,193.8," (adjusted for inflation, 2023 dollars)",,$193.8M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2013,128.2," (adjusted for inflation, 2023 dollars)",,$128.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2014,85.3," (adjusted for inflation, 2023 dollars)",,$85.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2015,70.2," (adjusted for inflation, 2023 dollars)",,$70.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2016,71.5," (adjusted for inflation, 2023 dollars)",,$71.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2017,44.1," (adjusted for inflation, 2023 dollars)",,$44.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2018,30.3," (adjusted for inflation, 2023 dollars)",,$30.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2019,24.6," (adjusted for inflation, 2023 dollars)",,$24.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2020,23.8," (adjusted for inflation, 2023 dollars)",,$23.8M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2021,17.6," (adjusted for inflation, 2023 dollars)",,$17.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2022,11.5," (adjusted for inflation, 2023 dollars)",,$11.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Ringtones & Ringbacks,Value (Adjusted),2023,10.5," (adjusted for inflation, 2023 dollars)",,$10.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2003,43.6," (adjusted for inflation, 2023 dollars)",,$43.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2004,26.8," (adjusted for inflation, 2023 dollars)",,$26.8M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2005,15.6," (adjusted for inflation, 2023 dollars)",,$15.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2006,8.3," (adjusted for inflation, 2023 dollars)",,$8.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2007,5.3," (adjusted for inflation, 2023 dollars)",,$5.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2008,4.4," (adjusted for inflation, 2023 dollars)",,$4.4M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2009,3.4," (adjusted for inflation, 2023 dollars)",,$3.4M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2010,2.4," (adjusted for inflation, 2023 dollars)",,$2.4M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2011,2," (adjusted for inflation, 2023 dollars)",,$2.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2012,1.8," (adjusted for inflation, 2023 dollars)",,$1.8M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2013,1.3," (adjusted for inflation, 2023 dollars)",,$1.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2014,1," (adjusted for inflation, 2023 dollars)",,$1.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2015,1.3," (adjusted for inflation, 2023 dollars)",,$1.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2016,1.5," (adjusted for inflation, 2023 dollars)",,$1.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2017,1.1," (adjusted for inflation, 2023 dollars)",,$1.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2018,1," (adjusted for inflation, 2023 dollars)",,$1.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2019,0.5," (adjusted for inflation, 2023 dollars)",,$0.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2020,0.3," (adjusted for inflation, 2023 dollars)",,$0.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2021,0.2," (adjusted for inflation, 2023 dollars)",,$0.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SACD,Value (Adjusted),2022,0.2," (adjusted for inflation, 2023 dollars)",,$0.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2004,11.1," (adjusted for inflation, 2023 dollars)",,$11.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2005,31.8," (adjusted for inflation, 2023 dollars)",,$31.8M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2006,49.6," (adjusted for inflation, 2023 dollars)",,$49.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2007,53.2," (adjusted for inflation, 2023 dollars)",,$53.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2008,141.5," (adjusted for inflation, 2023 dollars)",,$141.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2009,220.9," (adjusted for inflation, 2023 dollars)",,$220.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2010,348.2," (adjusted for inflation, 2023 dollars)",,$348.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2011,395.5," (adjusted for inflation, 2023 dollars)",,$395.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2012,613.1," (adjusted for inflation, 2023 dollars)",,$613.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2013,772.2," (adjusted for inflation, 2023 dollars)",,$772.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2014,995.4," (adjusted for inflation, 2023 dollars)",,$995.4M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2015,1031.8," (adjusted for inflation, 2023 dollars)",$1.0B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2016,1122.2," (adjusted for inflation, 2023 dollars)",$1.1B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2017,810.5," (adjusted for inflation, 2023 dollars)",,$810.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2018,1156.2," (adjusted for inflation, 2023 dollars)",$1.2B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2019,1082.4," (adjusted for inflation, 2023 dollars)",$1.1B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2020,1115.4," (adjusted for inflation, 2023 dollars)",$1.1B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2021,1116.1," (adjusted for inflation, 2023 dollars)",$1.1B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2022,998.9," (adjusted for inflation, 2023 dollars)",,$998.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",SoundExchange Distributions,Value (Adjusted),2023,1004.8," (adjusted for inflation, 2023 dollars)",$1.0B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2009,285.8," (adjusted for inflation, 2023 dollars)",,$285.8M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2010,263.7," (adjusted for inflation, 2023 dollars)",,$263.7M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2011,266.2," (adjusted for inflation, 2023 dollars)",,$266.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2012,252.9," (adjusted for inflation, 2023 dollars)",,$252.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2013,248.1," (adjusted for inflation, 2023 dollars)",,$248.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2014,244.2," (adjusted for inflation, 2023 dollars)",,$244.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2015,260.9," (adjusted for inflation, 2023 dollars)",,$260.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2016,272.7," (adjusted for inflation, 2023 dollars)",,$272.7M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2017,288.5," (adjusted for inflation, 2023 dollars)",,$288.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2018,346.5," (adjusted for inflation, 2023 dollars)",,$346.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2019,335," (adjusted for inflation, 2023 dollars)",,$335.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2020,312.3," (adjusted for inflation, 2023 dollars)",,$312.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2021,344.7," (adjusted for inflation, 2023 dollars)",,$344.7M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2022,398.2," (adjusted for inflation, 2023 dollars)",,$398.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Synchronization,Value (Adjusted),2023,410.9," (adjusted for inflation, 2023 dollars)",,$410.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1973,1303.9," (adjusted for inflation, 2023 dollars)",$1.3B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1974,1199," (adjusted for inflation, 2023 dollars)",$1.2B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1975,1197.9," (adjusted for inflation, 2023 dollars)",$1.2B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1976,1312.5," (adjusted for inflation, 2023 dollars)",$1.3B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1977,1232.4," (adjusted for inflation, 2023 dollars)",$1.2B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1978,1216.5," (adjusted for inflation, 2023 dollars)",$1.2B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1979,1484.1," (adjusted for inflation, 2023 dollars)",$1.5B,,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1980,924.5," (adjusted for inflation, 2023 dollars)",,$924.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1981,859.5," (adjusted for inflation, 2023 dollars)",,$859.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1982,893.6," (adjusted for inflation, 2023 dollars)",,$893.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1983,823.9," (adjusted for inflation, 2023 dollars)",,$823.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1984,876," (adjusted for inflation, 2023 dollars)",,$876.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1985,795.7," (adjusted for inflation, 2023 dollars)",,$795.7M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1986,634.1," (adjusted for inflation, 2023 dollars)",,$634.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1987,545.3," (adjusted for inflation, 2023 dollars)",,$545.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1988,464.7," (adjusted for inflation, 2023 dollars)",,$464.7M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1989,286," (adjusted for inflation, 2023 dollars)",,$286.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1990,220.1," (adjusted for inflation, 2023 dollars)",,$220.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1991,143," (adjusted for inflation, 2023 dollars)",,$143.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1992,144.2," (adjusted for inflation, 2023 dollars)",,$144.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1993,108," (adjusted for inflation, 2023 dollars)",,$108.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1994,97," (adjusted for inflation, 2023 dollars)",,$97.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1995,93.4," (adjusted for inflation, 2023 dollars)",,$93.4M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1996,92.2," (adjusted for inflation, 2023 dollars)",,$92.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1997,67.6," (adjusted for inflation, 2023 dollars)",,$67.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1998,48," (adjusted for inflation, 2023 dollars)",,$48.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),1999,51," (adjusted for inflation, 2023 dollars)",,$51.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2000,46.5," (adjusted for inflation, 2023 dollars)",,$46.5M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2001,54," (adjusted for inflation, 2023 dollars)",,$54.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2002,42.2," (adjusted for inflation, 2023 dollars)",,$42.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2003,35.6," (adjusted for inflation, 2023 dollars)",,$35.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2004,32.1," (adjusted for inflation, 2023 dollars)",,$32.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2005,20.6," (adjusted for inflation, 2023 dollars)",,$20.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2006,15," (adjusted for inflation, 2023 dollars)",,$15.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2007,5.9," (adjusted for inflation, 2023 dollars)",,$5.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2008,4.1," (adjusted for inflation, 2023 dollars)",,$4.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2009,3.6," (adjusted for inflation, 2023 dollars)",,$3.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2010,3.2," (adjusted for inflation, 2023 dollars)",,$3.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2011,6.2," (adjusted for inflation, 2023 dollars)",,$6.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2012,6.3," (adjusted for inflation, 2023 dollars)",,$6.3M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2013,3.9," (adjusted for inflation, 2023 dollars)",,$3.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2014,7.1," (adjusted for inflation, 2023 dollars)",,$7.1M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2015,7.4," (adjusted for inflation, 2023 dollars)",,$7.4M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2016,6.2," (adjusted for inflation, 2023 dollars)",,$6.2M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2017,7.6," (adjusted for inflation, 2023 dollars)",,$7.6M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2018,6.9," (adjusted for inflation, 2023 dollars)",,$6.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2019,8," (adjusted for inflation, 2023 dollars)",,$8.0M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2020,7.4," (adjusted for inflation, 2023 dollars)",,$7.4M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2021,8.9," (adjusted for inflation, 2023 dollars)",,$8.9M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2022,5.8," (adjusted for inflation, 2023 dollars)",,$5.8M,$819.6B,,$819604.4B,0
"Adjusted for Inflation, 2023 Dollars",Vinyl Single,Value (Adjusted),2023,8.4," (adjusted for inflation, 2023 dollars)",,$8.4M,$819.6B,,$819604.4B,0
